index,Name,Age,Breed1,Breed2,BreedCount,Gender,Color1,Color2,Color3,ColorCount,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed
2167,,3,307,0,1,3,1,2,7,3,2,2,1,1,2,1,3,150,41326,4adf17f7d78a2ea23a77ff056b5e7779,0,These three adorable puppies are found at the back of a friend's house. They sought shelter at a wooden pallet in the bushes but it was not enough to shelter them from the rain. Please give them a chance to lead a healthy and happy life with you and your family. Bring them home and make them your life-long companion.,c61f6507e,3,1.0
2168,Kaiser,36,189,0,1,1,1,5,0,2,3,1,1,1,1,1,1,0,41326,35a01a2c77e0c2b18d9ac61b7636edd9,0,"I am looking for a loving permanent home for Kaiser. Kaiser is a really amazing, sweet and funny dog. He is very loving and affectionate, who loves and NEEDS attention. He needs someone that will treat him like part of the family and the sweet dog he is. He grew up with 2 cats and another small dog. he loves cats however it takes him awhile to respond well to new dogs. He never really socialized with children before, so if you have kids I would suggest meeting Kaiser with them before making a decision.He grew up mostly as an indoor dog but can do well outside if there is a shady place for him to relax during the hot parts of the day. NO Cage, No chain! please note that Kaiser is a family pet not guard dog. Kaiser is a pure breed rottweiler, he has his MKA certificate, basic dog obedience training certificate and a good citizens award metal. He also knows almost all the tricks: sit, stay, shake etc.and is a super fast learner. The reason I have to give him up for adaption is, Im an expat who was living in Malaysia for 5 years, I had to leave and unfortunately I was unable to take Kaiser with me (his breed was band in the country I moved to). I'm looking for someone to give him a permanent loving home. Kaiser is one of those dogs that crave that best friend relationship with his owner. so if you think he sounds like a good match for you please email me. my number is not available as I am out of the country, Kaiser is staying with my friend in Selangor for now.",e464fcd4b,4,2.0
2169,Oscar,12,206,0,1,1,1,6,7,3,2,2,1,2,2,1,1,400,41332,e3e5215fd4da172889c90fd3f10558ff,0,"- Beautiful dog, with a pair of smart Blue eyes - Cute and lovely companion. - Actively interact with owner - Naughty sometimes by howling all over, especially when ambulance/fire truck passes by. - Obedient, knows how to sit and hand command. - Attention seeker, it's just a 1 y/o after all - Love running around, oh ya bites too For adoption: 1. Please text me or email me. Will provide more details/photo upon request. And will arrange for a visit before adoption for Oscar's new home if you're shortlisted. 2. Looking for a responsible and caring owner who will treat the dog as family rather than a pet, and not for the sake of owning a HUSKY for ""WOW"" impression. 3. Preferably owner with experience in caring dog, and have an well environment for him to stay around. 4. Cannot always cage it and have to update me its latest status. Once a while have a meet up. If you agree with the T&C, you may send me following details: -Occupation -Address -Contact number -Currently have how many dogs -Breed -Photos of your dog *Short listed person have to arrange time to bring your dog meet up with Oscar see whether they can play together or not.",86379f12f,1,2.0
2170,KT & TM,0,307,307,1,3,1,2,3,3,3,1,3,3,3,1,2,0,41326,93b9bd02cfbd0944686ceee8798b9eec,0,"I found 2 puppies at Ktm station teluk pulai, klang parking lot.As there is many car moving in and out in that area,i worried they will get roll over by car. I don't want send them to SPCA because they will put them to sleep if no one adopting them and I can't adopt them because I already adopt 3 stray dog in front of my house. They are healthy and adorable! I'm now fostering them and i looking for dog lovers to adopt them. Anyone want to adopt Pls call me at (chew). Adopters must agree to fully vaccinated them and also spay them when they reach 6 months old.",392d3346e,4,1.0
2171,,5,70,18,2,1,5,7,0,2,2,1,1,1,1,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,Rescued from the highway. gentle dog great with children. highly interested parties pls call,35c0c3aca,6,3.0
2172,Ruby,24,103,307,2,2,1,2,0,2,2,2,3,3,3,1,1,0,41401,b2741da861b4ce23042862d387f14345,0,I rescued her 1month ago.My vet told me she is a mixed of german shepherd bloodline and couple of other good bloodlines. She dont often bark. She was trained to poo n urin outside house even before i resued her...Very loving character..She dont like cats n rats...I recently change job n i find it very difficult to spend time with her...currently she is at my frens place due to time issue...Looking for someone who can provide her permanant n loving home...HP,d080818c3,3,3.0
2173,Milo,3,307,0,1,1,2,0,0,1,2,2,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,Milo is a sweet boy who was abandoned in front of the Shelter by a guy whose dog got pregnant They were born into a home. Milo is a handsome mixed breed who is friendly and playful. Please open your hearts and home to him. Call us at if you wish to adopt.,6f0cb510a,3,1.0
2174,"Michelle, Dolphine, Sarah",3,307,0,1,2,2,0,0,1,1,1,3,3,3,1,3,0,41332,445e032bd30339c5b0cc2852b8f318db,0,Cute polite girlish adorable and cuddly,61ac3c78c,1,4.0
2175,,4,307,0,1,2,1,0,0,1,2,1,2,1,2,1,1,0,41335,849d5c53eea804440adc2eebc4eecf4a,0,"To All Kind Hearted, Hi. came across a puppy nearby my housing area. She is about 4 months old & start roaming around. Fearing that she may be run over by moving vehicle. We decided to help her to look for a home. Tiger aka Ti-girl has deticked & dewormed. She is healthy, affectionate, warm and found out that she is good in taking care the house. She will be spayed before handing over to the adopter. Please help spread the words around and help this cute FEMALE pup find a loving home. You are always welcome to contact me at below details if you interested to give her a HOME. Available Location: KL, Selangor & Kuantan Thank you. Contact: Whatsapp/SMS/Call Cheong - Ting -",368b2adc1,5,4.0
2176,Wong & Choi,32,307,307,1,3,1,4,5,3,2,1,1,1,1,1,2,0,41326,2dea9d1be190e7ccb927bbbab3c43c6f,0,"I have been posting for about 1 year and I still couldn't find a home for them. I really Really really really hope someone can give them a home. =( They might get caught by MPSJ soon. 1) ""Wong"" which is the yellow female dog -When I came to Subang, she was abandon as a puppy nearby my hostel. She gave birth once and then it was spayed. She is a very fat and healthy dog. One of the most friendly stray I came across. 2) ""Choi"" which is the black male dog -It is super dependent on ""Wong"" and friendly to human too. He always get bullied by other stray dogs here, only Wong actually loves him, they will lick each other every time. If either one of them was gone, I don't know how they live their lives again. Although they are not expensive breeds but they can definitely bring joy to your life. They both located at Subang area. I can send to your place if you really can take good care of them. My contact is Darren I can provide health check fees and vaccination for them. Please please please please please please please give them a HOME. contact me please.",4c594983d,5,4.0
2177,,3,78,307,2,3,1,2,0,2,3,1,1,1,2,1,3,0,41326,90191b06d602e8d45b4ce25dd22c6a3e,0,"Beautiful, lovable puppies. The mother had 9 puppies in the litter and these 3 were given to me to be given away for adoption...they are big bone and the father is huge...please call me and give them a good home. God bless.",05f99fc56,4,2.0
2178,Polly,4,307,36,2,2,1,2,7,3,2,2,1,1,1,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,She was found wandering around a playground of a housing estate with a red collar. A group of boys was throwing stones at her. We strongly believe that she was owned by someone and is a lost dog based on her behaviour. If you are interested to adopt or if you are her owner pls call me.,6d9b202c9,10,3.0
2179,Kaka,2,307,0,1,1,1,2,0,2,2,1,2,3,2,1,1,0,41326,d354f29091eed622077faaa0915b1c41,0,It is my home away dogs born. Dog mother to take care of them very well. Puppy looks very healthy and cute. I hope that you will give them a home.,54791dc58,3,2.0
2180,Sophieee,60,10,0,1,2,1,7,0,2,2,1,1,1,1,1,1,0,41401,41fe1118eb61063bd10f3268953936da,0,gentle and playful female pit. owner migrating. will give some money to new owner for taking care of sophie.,48b418070,2,3.0
2181,,120,20,195,2,1,2,0,0,1,2,1,1,1,2,1,2,0,41326,310cd86ec76858f026b95e421b833294,0,2 males beagle & schnauzer for adoption. 10 & 8 years old respectively.,8e0d65b3e,1,1.0
2182,Latte,12,307,0,1,2,2,0,0,1,2,1,1,1,1,1,1,0,41326,6842e4eee37d89afb73e4254fd198bcb,0,"Latte was found wandering in the playground, wounded and wearing a worn out collar. We believe that she was abandoned by her owner. Despite her masculine looks, she's very sweet, calm, gentle, very loyal and loving to my family. Able to socialise with my 3 other dogs (male & female). Excellent watchdog. She Please give her a home as she is now wandering outside my gate, under rain and shine. My parents will not accept him into the family as we already hv 3 rescue dogs. Call Teresa for adoption details.",9a34ddc8b,2,2.0
2183,Roscoe,48,307,307,1,1,1,2,0,2,2,2,1,1,1,1,1,0,41326,8990faa0bc978c8f5604caeca57374ee,0,Roscoe is a loving dog which was rescued off the streets. He is a very good watch dog as well.,474bccd75,2,2.0
2184,Winnie,4,307,0,1,2,1,7,0,2,2,1,1,2,2,1,1,0,41332,a122520ed8898a9d95086890fd0e3f1d,0,"Healthy, Active, very Alert. Already have two dogs, ( parents of this)",e4abb93bf,2,3.0
2185,,1,307,0,1,3,1,2,3,3,2,2,2,2,2,1,3,0,41326,10f070fe1c098a8f58fe6ced493f2a8e,0,"On 21 Jun , a female stray dog around my housing area born 6 puppies. now, only left 3 puppies for adoption. if interested, pls send a msg to me. Location : meru ( mutiara bukit raja ), klang, Selangor.",a8cdba660,11,4.0
2186,,36,78,0,1,2,1,2,0,2,3,2,3,3,3,2,1,0,41401,d0d416c617213a17f3baf64dccdf554d,0,A pure breed doberman need a permanent home. I were asking by vet doc to find this dog a new owner n i only knew she was sent to vet by some kind hearter while she stray around n with some injury.Do not know she was been abandoned or lost the way back home. further info pls sms me.TQ,9bcd62ef1,4,3.0
2187,,12,307,0,1,2,5,7,0,2,2,1,3,3,3,1,1,0,41326,13e30717f49ea56c325305aec4e03559,1,"This dog is a friendly stray currently hanging around near my apartments. I believe she was abandoned on purpose here. I am trying to rehome her before something untoward happens to her. She displays a very good temperament and will make an excellent family pet, especially if you have children. If you can't adopt her, please consider giving her a temporary home while I try to get her spayed and vaccinated. I will bear her medical expenses. Contact if you are interested to help or better yet, give her a forever home.",c3f2f166d,1,4.0
2188,Fiona,2,307,0,1,2,1,2,0,2,2,2,1,1,2,1,1,80,41327,7f74401ff1a7ca18737bc527ccf23a45,0,"rm80 is charged for 2 month vaccination fees. If adopters adopted the pup after the 3rd vaccination, the owner need to also pay for the 3rd vaccination. any further donation is up to individual.Donations will be used for our dog shelter(mercy foundation).",687e9c33c,1,4.0
2189,Scooby,36,78,0,1,1,1,0,0,1,2,1,1,1,1,1,1,0,41330,d5eaec548f716a75d0e517a02548a46e,0,"Scooby The Doberman Mix Is Looking For His Forever Home Scooby is a strong, handsome, inquisitive boy that has so much love to give. He is an extremely happy and energetic boy and loves to play in the garden. He is currently in a foster home and desperately looking for his forever home. If you would like to offer Scooby a forever home, please call me.",bb5f471dd,1,2.0
2190,,0,307,0,1,2,1,7,0,2,2,2,3,3,3,1,5,0,41401,b607eb7ae80024c9a6a3975bd41a4f8b,0,She's a female puppy about 2 weeks old. Currently stays together with her mother and sisters at our house. Hope you can give her a good forever home.,dcba09ff1,5,1.0
2191,Nutella,2,307,0,1,2,2,0,0,1,2,1,1,1,2,1,1,0,41326,0008ef529da74e9701db7eaaa4d9115a,0,"She used to follow a pack of adult dogs near my office area. But my office area is not a dog-friendly place. One restaurant here always complain to DBKL (which could have caught all the adult dogs of her pack). So, yesterday she was left alone and deserted. Please, anyone can giv her a home? I have about 20cats. Seriously can't afford to take her in.",d7f938acd,4,1.0
2192,DO RE MI,2,307,0,1,3,1,4,7,3,2,1,1,1,2,1,3,30,41326,6e7b6af9b1da8082af799a663b130144,0,"We have rescued 5 puppies, 2 have already been adopted. 3 left currently. Anyone who interest to adopt need to pay only RM30 to reimburse the vaccination charge. These puppies are extremely friendly and deserve to own a happy family. Currently i have already own a rescued pet dog, and my child is just 1 year old so that unable to keep all of them for long. Please feel free to contact me at (Jill) or (Jack) for details.",ea11b6f12,3,3.0
2193,,2,307,307,1,3,2,0,0,1,2,2,2,2,2,1,3,0,41326,6144480d3ba7191b4c6cb414377e5312,0,This puppy is looking for a good home there are only 1 female puppy is left. she is very very healthy and cute. interested please contact: thilaga (),3332eb59c,5,4.0
2194,"Rhapsody, Bay, Harmony, Classic & Symph",3,307,0,1,3,2,4,5,3,2,1,3,3,3,1,5,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,"These five puppies are in danger. Please help save them and keep them away from the dangerous streets. Born on a construction site in Queensbay, the workers are finished and there is no one to feed them. Can you open up your home to 1 or 2 puppies? Contact",594e3dc3f,1,4.0
2195,BB,2,307,0,1,2,1,2,0,2,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,"Well behaved, loving and adorable Quiet but playful…loves to be carried No caging or tying for long hours except for precautionary purposes. Commitment to spay her is compulsory Serious adopter pls call me or ",fbb112b7e,4,3.0
2196,,1,307,0,1,2,2,5,7,3,3,1,3,1,3,1,1,0,41401,fd5457d594938e4ece766cae6eaea6a5,0,Dear all dog lovers~ I'm helping my friend to share the post. She rescued the puppies & they waiting for a Home~ Condition : - Must bring them to spay when over 6 months old. - Must bring them to vet vaccine . - Must promise not to abandoned & abuse. - If not suitable please contact rescuer & don't simply give to other people without let rescuer know. - Must allow to visit half a year or rescuer decide. - Must keep contact with rescuer. - Truly care & love them. Contact Number : (li mei) Thank you. --------------------------------------------------- （狗狗已被领养了，谢谢） 各位，我只是帮忙朋友分享。 她救到了几只可爱的小狗宝，几只已成功领养了。 剩下2只可怜的姐妹狗宝在等待一个温暖的家。 请读以下的条件： - 狗宝6个月后，必须带去结扎。 - 一定要带它们打预防针 - 答应不准遗弃和虐待 - 如不适合领养请通知义工，请不要在没通知义工之下随便送给不认识的人。 - 请允许半年探望一次或义工自己决定。 - 一定要跟义工保持联络。 - 一定要真心对待它，爱护它。 有兴趣请联系 : (li mei) 谢谢。,d14d62508,2,2.0
